host,ip,port,protocol,title,domain,country,city,link,org
42.227.90.58:9003,42.227.90.58,9003,http,jsmpeg-streamer,,CN,Zhengzhou,http://42.227.90.58:9003,CHINA UNICOM China169 Backbone
123.175.209.168:9003,123.175.209.168,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://123.175.209.168:9003,Chinanet
175.21.253.222:9003,175.21.253.222,9003,http,jsmpeg-streamer,,CN,Tonghua,http://175.21.253.222:9003,CHINA UNICOM China169 Backbone
61.134.253.190:9003,61.134.253.190,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://61.134.253.190:9003,CHINA UNICOM China169 Backbone
183.191.0.194:9003,183.191.0.194,9003,http,jsmpeg-streamer,,CN,Hejin,http://183.191.0.194:9003,CHINA UNICOM China169 Backbone
171.120.2.170:9003,171.120.2.170,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://171.120.2.170:9003,CHINA UNICOM China169 Backbone
171.118.163.220:9003,171.118.163.220,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://171.118.163.220:9003,CHINA UNICOM China169 Backbone
171.118.163.31:9003,171.118.163.31,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://171.118.163.31:9003,CHINA UNICOM China169 Backbone
123.52.11.81:9003,123.52.11.81,9003,http,jsmpeg-streamer,,CN,Zhengzhou,http://123.52.11.81:9003,Chinanet
61.240.59.253:9003,61.240.59.253,9003,http,jsmpeg-streamer,,CN,Yangquan,http://61.240.59.253:9003,CHINA UNICOM China169 Backbone
171.120.111.143:9003,171.120.111.143,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://171.120.111.143:9003,CHINA UNICOM China169 Backbone
183.92.150.186:9003,183.92.150.186,9003,http,jsmpeg-streamer,,CN,Xiaogan,http://183.92.150.186:9003,CHINA UNICOM China169 Backbone
183.184.192.181:9003,183.184.192.181,9003,http,jsmpeg-streamer,,CN,Yongji,http://183.184.192.181:9003,CHINA UNICOM China169 Backbone
221.205.209.61:9003,221.205.209.61,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://221.205.209.61:9003,CHINA UNICOM China169 Backbone
61.134.226.117:9003,61.134.226.117,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://61.134.226.117:9003,CHINA UNICOM China169 Backbone
123.14.94.217:9003,123.14.94.217,9003,http,jsmpeg-streamer,,CN,Zhengzhou,http://123.14.94.217:9003,CHINA UNICOM China169 Backbone
118.212.33.165:9003,118.212.33.165,9003,http,jsmpeg-streamer,,CN,Nanchang,http://118.212.33.165:9003,CHINA UNICOM China169 Backbone
113.9.151.212:9003,113.9.151.212,9003,http,jsmpeg-streamer,,CN,Harbin,http://113.9.151.212:9003,CHINA UNICOM China169 Backbone
60.219.217.197:9003,60.219.217.197,9003,http,jsmpeg-streamer,,CN,Harbin,http://60.219.217.197:9003,CHINA UNICOM China169 Backbone
221.205.118.54:9003,221.205.118.54,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://221.205.118.54:9003,CHINA UNICOM China169 Backbone
221.205.92.135:9003,221.205.92.135,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://221.205.92.135:9003,CHINA UNICOM China169 Backbone
113.25.198.147:9003,113.25.198.147,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://113.25.198.147:9003,Chinanet
61.134.235.87:9003,61.134.235.87,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://61.134.235.87:9003,CHINA UNICOM China169 Backbone
118.212.32.124:9003,118.212.32.124,9003,http,jsmpeg-streamer,,CN,Nanchang,http://118.212.32.124:9003,CHINA UNICOM China169 Backbone
123.14.87.28:9003,123.14.87.28,9003,http,jsmpeg-streamer,,CN,Zhengzhou,http://123.14.87.28:9003,CHINA UNICOM China169 Backbone
171.38.217.207:9003,171.38.217.207,9003,http,jsmpeg-streamer,,CN,Nanning,http://171.38.217.207:9003,CHINA UNICOM China169 Backbone
112.86.221.52:9003,112.86.221.52,9003,http,jsmpeg-streamer,,CN,Nanjing,http://112.86.221.52:9003,CHINA UNICOM China169 Backbone
47.122.26.212:9003,47.122.26.212,9003,http,jsmpeg-streamer,,CN,Hangzhou,http://47.122.26.212:9003,"Hangzhou Alibaba Advertising Co.,Ltd."
113.0.206.201:9003,113.0.206.201,9003,http,jsmpeg-streamer,,CN,Harbin,http://113.0.206.201:9003,CHINA UNICOM China169 Backbone
123.175.210.188:9003,123.175.210.188,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://123.175.210.188:9003,Chinanet
222.85.6.37:9003,222.85.6.37,9003,http,jsmpeg-streamer,,CN,Xuchang,http://222.85.6.37:9003,Chinanet
183.191.148.223:9003,183.191.148.223,9003,http,jsmpeg-streamer,,CN,Yuncheng,http://183.191.148.223:9003,CHINA UNICOM China169 Backbone
118.81.38.114:9003,118.81.38.114,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://118.81.38.114:9003,CHINA UNICOM China169 Backbone
221.205.198.178:9003,221.205.198.178,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://221.205.198.178:9003,CHINA UNICOM China169 Backbone
221.205.198.235:9003,221.205.198.235,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://221.205.198.235:9003,CHINA UNICOM China169 Backbone
183.185.167.42:9003,183.185.167.42,9003,http,jsmpeg-streamer,,CN,Yangquan,http://183.185.167.42:9003,CHINA UNICOM China169 Backbone
36.129.204.117:9003,36.129.204.117,9003,http,jsmpeg-streamer,,CN,Shenyang,http://36.129.204.117:9003,China Mobile communications corporation
61.240.57.99:9003,61.240.57.99,9003,http,jsmpeg-streamer,,CN,Xinzhou,http://61.240.57.99:9003,CHINA UNICOM China169 Backbone
61.240.58.197:9003,61.240.58.197,9003,http,jsmpeg-streamer,,CN,Yangquan,http://61.240.58.197:9003,CHINA UNICOM China169 Backbone
171.118.99.181:9003,171.118.99.181,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://171.118.99.181:9003,CHINA UNICOM China169 Backbone
221.205.198.61:9003,221.205.198.61,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://221.205.198.61:9003,CHINA UNICOM China169 Backbone
124.93.18.237:9002,124.93.18.237,9002,http,jsmpeg-streamer,,CN,Dalian,http://124.93.18.237:9002,CHINA UNICOM China169 Backbone
183.191.151.0:9003,183.191.151.0,9003,http,jsmpeg-streamer,,CN,Yuncheng,http://183.191.151.0:9003,CHINA UNICOM China169 Backbone
183.185.81.246:9003,183.185.81.246,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://183.185.81.246:9003,CHINA UNICOM China169 Backbone
113.9.215.184:9003,113.9.215.184,9003,http,jsmpeg-streamer,,CN,Harbin,http://113.9.215.184:9003,CHINA UNICOM China169 Backbone
101.42.234.132:9003,101.42.234.132,9003,http,jsmpeg-streamer,,CN,Beijing,http://101.42.234.132:9003,Shenzhen Tencent Computer Systems Company Limited
183.191.78.59:9003,183.191.78.59,9003,http,jsmpeg-streamer,,CN,Yuncheng,http://183.191.78.59:9003,CHINA UNICOM China169 Backbone
118.212.32.51:9003,118.212.32.51,9003,http,jsmpeg-streamer,,CN,Nanchang,http://118.212.32.51:9003,CHINA UNICOM China169 Backbone
118.212.32.154:9003,118.212.32.154,9003,http,jsmpeg-streamer,,CN,Nanchang,http://118.212.32.154:9003,CHINA UNICOM China169 Backbone
112.80.157.3:9003,112.80.157.3,9003,http,jsmpeg-streamer,,CN,Nanjing,http://112.80.157.3:9003,CHINA UNICOM China169 Backbone
123.14.93.46:9003,123.14.93.46,9003,http,jsmpeg-streamer,,CN,Zhengzhou,http://123.14.93.46:9003,CHINA UNICOM China169 Backbone
122.96.108.221:9003,122.96.108.221,9003,http,jsmpeg-streamer,,CN,Suzhou,http://122.96.108.221:9003,CHINA UNICOM China169 Backbone
118.212.33.127:9003,118.212.33.127,9003,http,jsmpeg-streamer,,CN,Nanchang,http://118.212.33.127:9003,CHINA UNICOM China169 Backbone
118.212.33.106:9003,118.212.33.106,9003,http,jsmpeg-streamer,,CN,Nanchang,http://118.212.33.106:9003,CHINA UNICOM China169 Backbone
118.212.32.85:9003,118.212.32.85,9003,http,jsmpeg-streamer,,CN,Nanchang,http://118.212.32.85:9003,CHINA UNICOM China169 Backbone
118.212.32.90:9003,118.212.32.90,9003,http,jsmpeg-streamer,,CN,Nanchang,http://118.212.32.90:9003,CHINA UNICOM China169 Backbone
221.219.183.12:9003,221.219.183.12,9003,http,jsmpeg-streamer,,CN,Beijing,http://221.219.183.12:9003,China Unicom Beijing Province Network
113.25.197.100:9003,113.25.197.100,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://113.25.197.100:9003,Chinanet
113.25.197.97:9003,113.25.197.97,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://113.25.197.97:9003,Chinanet
113.25.197.99:9003,113.25.197.99,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://113.25.197.99:9003,Chinanet
113.25.197.98:9003,113.25.197.98,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://113.25.197.98:9003,Chinanet
171.120.3.220:9003,171.120.3.220,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://171.120.3.220:9003,CHINA UNICOM China169 Backbone
171.12.60.133:9003,171.12.60.133,9003,http,jsmpeg-streamer,,CN,Xuchang,http://171.12.60.133:9003,Chinanet
171.120.2.2:9003,171.120.2.2,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://171.120.2.2:9003,CHINA UNICOM China169 Backbone
171.116.96.59:9003,171.116.96.59,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://171.116.96.59:9003,CHINA UNICOM China169 Backbone
221.205.171.107:9003,221.205.171.107,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://221.205.171.107:9003,CHINA UNICOM China169 Backbone
183.191.150.15:9003,183.191.150.15,9003,http,jsmpeg-streamer,,CN,Yuncheng,http://183.191.150.15:9003,CHINA UNICOM China169 Backbone
221.205.95.51:9003,221.205.95.51,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://221.205.95.51:9003,CHINA UNICOM China169 Backbone
171.118.160.140:9003,171.118.160.140,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://171.118.160.140:9003,CHINA UNICOM China169 Backbone
183.191.150.87:9003,183.191.150.87,9003,http,jsmpeg-streamer,,CN,Yuncheng,http://183.191.150.87:9003,CHINA UNICOM China169 Backbone
42.237.152.4:9003,42.237.152.4,9003,http,jsmpeg-streamer,,CN,Zhengzhou,http://42.237.152.4:9003,CHINA UNICOM China169 Backbone
171.116.221.90:9003,171.116.221.90,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://171.116.221.90:9003,CHINA UNICOM China169 Backbone
139.209.168.185:9003,139.209.168.185,9003,http,jsmpeg-streamer,,CN,Tonghua,http://139.209.168.185:9003,CHINA UNICOM China169 Backbone
42.237.152.214:9003,42.237.152.214,9003,http,jsmpeg-streamer,,CN,Zhengzhou,http://42.237.152.214:9003,CHINA UNICOM China169 Backbone
171.117.247.252:9003,171.117.247.252,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://171.117.247.252:9003,CHINA UNICOM China169 Backbone
61.134.253.252:9003,61.134.253.252,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://61.134.253.252:9003,CHINA UNICOM China169 Backbone
123.149.239.207:9003,123.149.239.207,9003,http,jsmpeg-streamer,,CN,Zhengzhou,http://123.149.239.207:9003,Chinanet
171.120.35.123:9003,171.120.35.123,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://171.120.35.123:9003,CHINA UNICOM China169 Backbone
113.0.23.236:9003,113.0.23.236,9003,http,jsmpeg-streamer,,CN,Harbin,http://113.0.23.236:9003,CHINA UNICOM China169 Backbone
123.14.90.148:9003,123.14.90.148,9003,http,jsmpeg-streamer,,CN,Zhengzhou,http://123.14.90.148:9003,CHINA UNICOM China169 Backbone
171.116.31.144:9003,171.116.31.144,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://171.116.31.144:9003,CHINA UNICOM China169 Backbone
171.38.148.2:9003,171.38.148.2,9003,http,jsmpeg-streamer,,CN,Nanning,http://171.38.148.2:9003,CHINA UNICOM China169 Backbone
111.43.126.240:9003,111.43.126.240,9003,http,jsmpeg-streamer,,CN,Harbin,http://111.43.126.240:9003,HeiLongJiang Mobile Communication Company Limited
183.184.230.86:9003,183.184.230.86,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://183.184.230.86:9003,CHINA UNICOM China169 Backbone
122.141.168.170:9003,122.141.168.170,9003,http,jsmpeg-streamer,,CN,Tonghua,http://122.141.168.170:9003,CHINA UNICOM China169 Backbone
171.116.252.90:9003,171.116.252.90,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://171.116.252.90:9003,CHINA UNICOM China169 Backbone
221.219.183.63:9003,221.219.183.63,9003,http,jsmpeg-streamer,,CN,Beijing,http://221.219.183.63:9003,China Unicom Beijing Province Network
113.9.171.218:9003,113.9.171.218,9003,http,jsmpeg-streamer,,CN,Harbin,http://113.9.171.218:9003,CHINA UNICOM China169 Backbone
171.118.68.190:9003,171.118.68.190,9003,http,jsmpeg-streamer,,CN,Taiyuan,http://171.118.68.190:9003,CHINA UNICOM China169 Backbone
123.14.85.69:9003,123.14.85.69,9003,http,jsmpeg-streamer,,CN,Zhengzhou,http://123.14.85.69:9003,CHINA UNICOM China169 Backbone
42.237.159.24:9003,42.237.159.24,9003,http,jsmpeg-streamer,,CN,Zhengzhou,http://42.237.159.24:9003,CHINA UNICOM China169 Backbone
123.14.94.238:9003,123.14.94.238,9003,http,jsmpeg-streamer,,CN,Zhengzhou,http://123.14.94.238:9003,CHINA UNICOM China169 Backbone
123.52.75.79:9003,123.52.75.79,9003,http,jsmpeg-streamer,,CN,Zhengzhou,http://123.52.75.79:9003,Chinanet
